Portfolio,Geography,Category,Brand,Segment,Initial_Sales,New_Sales,Margin (%),Margin ($),Applied_Trend (%),Contribution (%),Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Fragrance,1111213,1144549.4,51,583720.194,3.0000008999174765,15.02265257854244,-1,3,7,14
Hair/APDO,South America,Hair Dye,Frederic Malle,Lipstick,2526580,2627643.2,52,1366374.4640000002,4.0000000000000036,26.716763373740825,-3,4,4,30
Hair/APDO,Asia,Tools,Balmain,Bronzer,4026737,4630747.5,58,2685833.55,14.999998758299826,23.266312249810074,0,15,4,30
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Toner,4316446,4445939.4,39,1733916.3660000002,3.0000004633441657,17.870401814307023,-1,3,7,14
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Fragrance,2205215,2271371.5,34,772266.31,3.0000022673526194,29.812627503280165,-1,3,7,14
Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Bronzer,2483851,2856428.7,32,914057.1840000001,15.0000020130032,16.47563356491891,-5,15,5,40
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Lipstick,4730258,5061376.1,47,2378846.7669999995,7.000000845619825,55.01340766573185,0,7,6,15
Skin/Body,Europe,Fragrance,Frederic Malle,Fragrance,822918,855834.72,54,462150.7488,4.0000000000000036,17.30021641049902,-3,4,5,40
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Bronzer,1786585,1911646.0,55,1051405.3,7.000002798635396,20.77817546705641,0,7,6,15
Skin/Body,North America,Hair Dye,Aveda,Toner,1514929,1742168.4,35,609758.94,15.0000033004847,27.48596891722597,-5,15,5,40
Skin/Body,Europe,Make Up Brushes,Kilian,Mascara,4585412,5273223.8,46,2425682.948,14.999999999999991,34.940920743572725,-5,15,5,40
Skin/Body,Europe,Hair Dye,Bobbi Brown,Fragrance,1216756,1253258.7,39,488770.893,3.0000016437149224,22.740089449718695,-1,3,7,14
Hair/APDO,North America,Face Make-Up,Frederic Malle,Bronzer,4684056,4871418.2,42,2045995.644,3.999999146039257,41.51291277702791,-3,4,4,30
Skin/Body,South America,Hair Dye,Aveda,Lipstick,863476,992997.4,55,546148.5700000001,15.000000000000014,52.909587348895585,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Toner,3796050,3909931.5,30,1172979.45,3.0000000000000027,25.412254267564048,-1,3,7,14
Skin/Body,Asia,Face Make-Up,Frederic Malle,Fragrance,1376031,1431072.2,50,715536.1,3.9999970930887363,27.461012462736896,-3,4,5,40
Skin/Body,South America,Face Make-Up,Elizabeth Arden,Mascara,4631479,4955682.5,52,2576954.9,6.999999352258746,30.465456174496264,0,7,6,15
Fragrance + Color Cosmetics,Europe,Tools,Kilian,Mascara,3851278,4428969.7,33,1461560.0010000002,15.000000000000014,46.23616076680938,-5,15,5,40
Hair/APDO,South America,Make Up Brushes,Balmain,Lipstick,1179418,1356330.7,59,800235.1129999999,14.999999999999991,7.768627790395952,0,15,4,30
Skin/Body,South America,Hair Dye,Kilian,Mascara,3221864,3705143.6,31,1148594.516,15.000000000000014,35.620260934400235,-5,15,5,40
Skin/Body,Asia,Fragrance,Kilian,Lipstick,4375754,5032117.1,58,2918627.9179999996,14.999999999999991,44.12666415013738,-5,15,5,40
Fragrance + Color Cosmetics,North America,Face Make-Up,Balmain,Mascara,2158987,2482835.0,34,844163.9,14.999997684099075,26.23741599545723,-5,15,5,40
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Toner,3891418,4008160.5,34,1362774.57,2.999998972097062,51.87248725038132,-1,3,7,14
Hair/APDO,North America,Tools,Kilian,Mascara,3477590,3999228.5,54,2159583.39,14.999999999999991,21.01494437650491,0,15,4,30
Skin/Body,South America,Make Up Brushes,Elizabeth Arden,Toner,1691902,1810335.1,37,669823.9870000001,6.999997635796884,11.699266627307969,0,7,6,15
Skin/Body,North America,Tools,Elizabeth Arden,Lipstick,1275435,1364715.5,47,641416.2849999999,7.000003920231146,41.65259771821317,0,7,6,15
Hair/APDO,South America,Hair Dye,Kilian,Fragrance,2064718,2374425.7,55,1305934.1350000002,15.000000000000014,41.66610462313364,0,15,4,30
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Fragrance,2024102,2105066.1,51,1073583.7110000001,4.0000009880925,15.559710101767287,-3,4,5,40
Fragrance + Color Cosmetics,South America,Tools,Kilian,Toner,704615,810307.25,45,364638.2625,14.999999999999991,9.036662934657521,-5,15,5,40
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Bronzer,781570,812832.8,36,292619.808,4.0000000000000036,15.525898533713697,-3,4,5,40
Fragrance + Color Cosmetics,South America,Hair Dye,Kilian,Toner,3047500,3504625.0,41,1436896.25,14.999999999999991,22.981112127466556,-5,15,5,40
Fragrance + Color Cosmetics,South America,Tools,Balmain,Mascara,1309942,1506433.3,52,783345.3160000001,15.000000000000014,14.594822945914427,-5,15,5,40
Hair/APDO,South America,Fragrance,Bobbi Brown,Fragrance,2188472,2254126.2,51,1149604.3620000002,3.00000182775928,13.538451777203097,-1,3,7,14
Skin/Body,Europe,Fragrance,Aveda,Mascara,2808989,0.0,41,0.0,-100.0,0.0,-5,15,5,40
Fragrance + Color Cosmetics,South America,Face Make-Up,Frederic Malle,Mascara,1520154,1580960.2,59,932766.5179999999,4.000002631312349,26.642936498290524,-3,4,5,40
Hair/APDO,North America,Tools,Frederic Malle,Toner,3303696,3435843.8,56,1924072.5280000002,3.9999987892348488,32.10980847043407,-3,4,4,30
Skin/Body,Europe,Tools,Bobbi Brown,Lipstick,3206871,3303077.1,45,1486384.695,2.999999064508674,18.32276157411514,-1,3,7,14
Hair/APDO,North America,Hair Dye,Elizabeth Arden,Lipstick,4944499,5290613.9,60,3174368.3400000003,6.999999393265122,24.331996783287757,0,7,6,15
Skin/Body,North America,Fragrance,Balmain,Fragrance,1049239,1206624.9,43,518848.70699999994,15.000004765358499,8.562044819910831,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Frederic Malle,Fragrance,1770464,0.0,54,0.0,-100.0,0.0,-3,4,5,40
Skin/Body,Europe,Fragrance,Kilian,Lipstick,3688729,4242038.3,53,2248280.299,14.999998644519552,26.643658318881485,-5,15,5,40
Skin/Body,North America,Tools,Balmain,Bronzer,1410775,1622391.3,35,567836.955,15.000003544151275,12.987728899942748,-5,15,5,40
Hair/APDO,Europe,Face Make-Up,Elizabeth Arden,Fragrance,4873656,5214811.9,31,1616591.689,6.999999589630468,51.72630443616225,0,7,6,15
Hair/APDO,Asia,Make Up Brushes,Balmain,Bronzer,931413,1071124.9,58,621252.4419999999,14.999994631812097,17.448094591332072,0,15,4,30
Skin/Body,South America,Tools,Elizabeth Arden,Mascara,3707393,3966910.5,40,1586764.2000000002,6.99999973026868,82.29382993431436,0,7,6,15
Skin/Body,Europe,Fragrance,Kilian,Mascara,645271,742061.65,32,237459.728,15.000000000000014,4.660787021688471,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Elizabeth Arden,Lipstick,576898,617280.86,38,234566.7268,7.000000000000006,12.26776434810205,0,7,6,15
Fragrance + Color Cosmetics,North America,Tools,Balmain,Mascara,2329553,2678985.9,32,857275.488,14.99999785366548,50.11093110902228,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Toner,2175843,2502219.5,35,875776.825,15.000002297959924,20.221948500071974,-5,15,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Balmain,Lipstick,3114235,3581370.3,53,1898126.259,15.000001605530722,26.408099093589456,-5,15,5,40
Skin/Body,North America,Face Make-Up,Kilian,Mascara,1642953,1889396.0,41,774652.36,15.00000304330069,26.255355789867107,-5,15,5,40
Skin/Body,South America,Fragrance,Aveda,Toner,1105409,1271220.4,56,711883.424,15.000004523212663,7.4801415197468915,-5,15,5,40
Hair/APDO,Europe,Face Make-Up,Aveda,Mascara,4657893,5356577.0,47,2517591.19,15.000001073446722,37.35339899468815,0,15,4,30
Skin/Body,Asia,Tools,Bobbi Brown,Fragrance,4666769,4806772.1,42,2018844.2819999997,3.000000642843048,33.60781466407868,-1,3,7,14
Skin/Body,Asia,Tools,Balmain,Mascara,1156951,1330493.7,32,425757.984,15.000004321704207,15.438885737211331,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Fragrance,2866610,3296601.5,30,988980.45,14.999999999999991,29.523448889650243,-5,15,5,40
Skin/Body,South America,Face Make-Up,Kilian,Fragrance,2255692,2594045.8,40,1037618.32,14.999999999999991,13.017746835118688,-5,15,5,40
Skin/Body,North America,Hair Dye,Bobbi Brown,Toner,2226470,2293264.1,35,802642.4349999999,3.0000000000000027,14.75256727508863,-1,3,7,14
Skin/Body,South America,Tools,Frederic Malle,Lipstick,1209662,1258048.5,48,603863.28,4.0000016533544125,19.211273018944084,-3,4,5,40
Hair/APDO,Europe,Hair Dye,Balmain,Fragrance,2639686,3035638.9,59,1791026.951,14.999999999999991,21.359587745819013,0,15,4,30
Hair/APDO,Europe,Make Up Brushes,Frederic Malle,Fragrance,4261675,4432142.0,58,2570642.36,4.0000000000000036,80.22887086423871,-3,4,4,30
Hair/APDO,Europe,Tools,Elizabeth Arden,Toner,4598064,0.0,46,0.0,-100.0,0.0,0,7,6,15
Hair/APDO,Europe,Make Up Brushes,Aveda,Toner,1100530,1265609.5,45,569524.275,14.999999999999991,8.27580657775211,0,15,4,30
Fragrance + Color Cosmetics,South America,Hair Dye,Kilian,Mascara,2164221,2488854.1,60,1493312.46,14.999997689699907,16.32032960473799,-5,15,5,40
Skin/Body,North America,Make Up Brushes,Bobbi Brown,Bronzer,638563,657719.89,47,309128.3483,3.0000000000000027,19.577889184514905,-1,3,7,14
Hair/APDO,Asia,Fragrance,Bobbi Brown,Lipstick,4441237,4574474.1,39,1784044.899,2.999999774837492,32.89877789535679,-1,3,7,14
Skin/Body,Europe,Hair Dye,Balmain,Mascara,4076511,4687987.7,47,2203354.219,15.000001226539062,52.15566156142467,-5,15,5,40
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Toner,3273939,3372157.2,32,1079090.304,3.0000009163273944,25.695508685519066,-1,3,7,14
Skin/Body,Asia,Tools,Balmain,Lipstick,3677326,4228924.9,35,1480123.715,15.000000000000014,49.07192594925316,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Balmain,Mascara,3034937,3490177.5,52,1814892.3,14.99999835251935,44.0327365863645,0,15,4,30
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Bronzer,3210626,3692219.9,46,1698421.154,14.999999999999991,52.866466900024136,-5,15,5,40
Skin/Body,North America,Tools,Aveda,Toner,944191,1085819.6,49,532051.604,14.999994704461294,21.285644626796934,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Toner,4222946,4518552.2,56,2530389.2320000003,6.999999526396983,32.954580892733915,0,7,6,15
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Fragrance,1910706,1968027.2,50,984013.6,3.0000010467335025,38.627488518981714,-1,3,7,14
Skin/Body,North America,Face Make-Up,Balmain,Lipstick,1419484,0.0,55,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,Asia,Fragrance,Kilian,Bronzer,4061963,4671257.4,47,2195490.978,14.999998769068078,49.02536778675571,0,15,4,30
Hair/APDO,Asia,Make Up Brushes,Elizabeth Arden,Lipstick,2942266,3148224.6,46,1448183.316,6.999999320251815,34.23228571889609,0,7,6,15
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Balmain,Fragrance,4477019,5148571.8,41,2110914.4379999996,14.99999888318544,54.359300664811784,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Lipstick,1018349,1089633.4,59,642883.7059999999,6.99999705405514,7.946884407736772,0,7,6,15
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Bronzer,4497615,4632543.5,38,1760366.53,3.0000011117003123,35.29952925690857,-1,3,7,14
Skin/Body,Asia,Tools,Aveda,Mascara,1109996,1276495.4,53,676542.562,14.999999999999991,9.096299841346847,-5,15,5,40
Skin/Body,Asia,Tools,Frederic Malle,Mascara,888590,924133.6,43,397377.448,4.0000000000000036,36.73315227514273,-3,4,5,40
Hair/APDO,Europe,Face Make-Up,Aveda,Lipstick,2879877,3311858.6,30,993557.58,15.000001736185254,23.094818892697575,0,15,4,30
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Toner,1936536,2072093.5,53,1098209.5550000002,6.999998967228072,16.315782026484126,0,7,6,15
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Lipstick,2278599,2346957.0,39,915313.23,3.0000013165984996,16.383056018911045,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Lipstick,4870380,5065195.2,30,1519558.56,4.0000000000000036,37.439664683623555,-3,4,5,40
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Mascara,4382149,4513613.5,51,2301942.8850000002,3.0000006845956273,18.142417073764133,-1,3,7,14
Hair/APDO,Europe,Hair Dye,Frederic Malle,Mascara,2491083,2590726.3,39,1010383.257,3.999999197136339,13.280088478210295,-3,4,4,30
Skin/Body,Asia,Face Make-Up,Aveda,Toner,1943717,2235274.6,56,1251753.776,15.000002572390937,16.91778250270439,-5,15,5,40
Skin/Body,Europe,Fragrance,Kilian,Mascara,864359,994012.85,41,407545.26849999995,14.999999999999991,6.243257808393101,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Elizabeth Arden,Toner,657702,703741.14,60,422244.684,7.000000000000006,8.170132983599796,0,7,6,15
Hair/APDO,Asia,Make Up Brushes,Elizabeth Arden,Mascara,2368670,2534476.9,51,1292583.219,7.000000000000006,27.558687327690034,0,7,6,15
Hair/APDO,South America,Fragrance,Bobbi Brown,Mascara,1432817,1475801.5,43,634594.645,2.9999993020741744,8.863774992045254,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Aveda,Lipstick,2680338,3082388.7,42,1294603.254,15.000000000000014,20.65312988764419,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Fragrance,764500,879175.0,52,457171.0,14.999999999999991,9.628538661133124,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Bobbi Brown,Mascara,2440369,2513580.1,35,879753.035,3.000001229322291,39.7958618878872,-1,3,7,14
Hair/APDO,Europe,Tools,Kilian,Toner,1890281,2173823.1,32,695623.392,14.999997354890638,12.54111059925293,0,15,4,30
Hair/APDO,South America,Tools,Aveda,Lipstick,2068560,2378844.0,36,856383.84,14.999999999999991,12.886158394619773,0,15,4,30
Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Bronzer,1495843,1720219.5,34,584874.63,15.000003342596791,9.92207721944119,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Frederic Malle,Lipstick,2863999,2978559.0,48,1429708.3199999998,4.000001396648534,38.254599213058185,-3,4,5,40
Skin/Body,Asia,Hair Dye,Aveda,Mascara,2116449,2433916.4,33,803192.412,15.00000236244765,28.951460210626134,-5,15,5,40
Hair/APDO,Europe,Make Up Brushes,Elizabeth Arden,Mascara,2877074,3078469.2,48,1477665.216,7.000000695150699,48.53032132612176,0,7,6,15
Fragrance + Color Cosmetics,Europe,Tools,Bobbi Brown,Toner,4662065,4801927.0,42,2016809.3399999999,3.000001072486125,37.268053384775726,-1,3,7,14
Skin/Body,South America,Fragrance,Balmain,Mascara,4852099,5579913.8,37,2064568.106,14.999998969518135,38.95088566467991,-5,15,5,40
Fragrance + Color Cosmetics,South America,Hair Dye,Bobbi Brown,Mascara,4459076,4592848.3,52,2388281.116,3.000000448523421,21.367725897761762,-1,3,7,14
Skin/Body,Europe,Tools,Kilian,Bronzer,2698611,3103402.6,58,1799973.508,14.999998147194994,29.45484065327999,-5,15,5,40
Fragrance + Color Cosmetics,South America,Fragrance,Balmain,Lipstick,3113275,3580266.3,54,1933343.8020000001,15.000001606025792,43.839867300959504,-5,15,5,40
Fragrance + Color Cosmetics,South America,Tools,Aveda,Lipstick,561367,645572.05,37,238861.65850000002,15.000000000000014,6.3975320352622145,-5,15,5,40
Skin/Body,South America,Face Make-Up,Frederic Malle,Toner,3984239,4143608.6,51,2113240.386,4.000001003955833,43.89901476178117,-3,4,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Bobbi Brown,Lipstick,1423780,1466493.4,30,439948.01999999996,3.0000000000000027,5.7856240336874505,-1,3,7,14
Hair/APDO,Asia,Fragrance,Kilian,Bronzer,798090,917803.5,57,523147.99499999994,14.999999999999991,9.632450171440272,0,15,4,30
Skin/Body,South America,Tools,Bobbi Brown,Fragrance,2305808,2374982.2,46,1092491.8120000002,2.999998265250192,34.24410507716438,-1,3,7,14
Hair/APDO,South America,Make Up Brushes,Balmain,Fragrance,1437841,1653517.1,49,810223.3790000001,14.999996522564052,9.4708162949898,0,15,4,30
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Bronzer,1707068,1963128.2,55,1079720.51,14.999999999999991,24.929788432937354,-5,15,5,40
Skin/Body,South America,Face Make-Up,Elizabeth Arden,Fragrance,3355994,3590913.6,50,1795456.8,7.00000059594863,22.075429753056742,0,7,6,15
Skin/Body,North America,Fragrance,Balmain,Bronzer,4342323,4993671.5,39,1947531.885,15.00000115145741,35.434408156927105,-5,15,5,40
Skin/Body,Europe,Face Make-Up,Balmain,Mascara,2424401,2788061.1,54,1505552.9940000002,14.999997937634912,52.74163172941185,-5,15,5,40
Skin/Body,North America,Face Make-Up,Frederic Malle,Bronzer,4706419,0.0,35,0.0,-100.0,0.0,-3,4,5,40
Hair/APDO,Asia,Tools,Bobbi Brown,Mascara,2548891,2625357.7,39,1023889.5030000001,2.999998823017558,25.13062988209645,-1,3,7,14
Hair/APDO,Asia,Hair Dye,Aveda,Lipstick,3622951,0.0,52,0.0,-100.0,0.0,0,15,4,30
Skin/Body,Asia,Tools,Elizabeth Arden,Mascara,1464918,0.0,30,0.0,-100.0,0.0,0,7,6,15
Hair/APDO,Europe,Face Make-Up,Frederic Malle,Mascara,3333552,3466894.1,47,1629440.227,4.00000059996064,19.36077729255345,-3,4,4,30
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Toner,3027576,3118403.3,37,1153809.221,3.0000006605944707,39.709300063841184,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Toner,3430639,3945234.9,60,2367140.94,15.000001457454415,34.12286402292173,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Kilian,Mascara,3127144,3596215.6,59,2121767.204,15.000000000000014,32.47585905316159,-5,15,5,40
Skin/Body,North America,Fragrance,Aveda,Lipstick,3119980,0.0,50,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,North America,Face Make-Up,Bobbi Brown,Mascara,4199181,4325156.4,58,2508590.712,2.9999992855749724,17.422912492829926,-1,3,7,14
Fragrance + Color Cosmetics,South America,Hair Dye,Frederic Malle,Fragrance,3890742,4046371.7,38,1537621.246,4.000000514040769,73.13966442316985,-3,4,5,40
Hair/APDO,North America,Face Make-Up,Kilian,Lipstick,2076590,2388078.5,50,1194039.25,14.999999999999991,32.78037666434558,0,15,4,30
Skin/Body,Asia,Hair Dye,Aveda,Toner,3860160,4439184.0,57,2530334.88,14.999999999999991,52.80413860708123,-5,15,5,40
Skin/Body,Asia,Fragrance,Balmain,Bronzer,4495609,5169950.3,35,1809482.6049999997,14.999998887803635,79.0963272483653,-5,15,5,40
Hair/APDO,South America,Hair Dye,Frederic Malle,Lipstick,725049,754050.96,32,241296.30719999998,4.0000000000000036,7.66687085600591,-3,4,4,30
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Aveda,Fragrance,2880932,3313071.8,55,1822189.49,14.999999999999991,38.48126686458982,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Tools,Bobbi Brown,Bronzer,3017334,3107854.0,44,1367455.76,2.999999337163195,32.08770870689875,-1,3,7,14
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Toner,3310860,3410185.8,40,1364074.32,3.0000000000000027,22.16420125243532,-1,3,7,14
Skin/Body,South America,Face Make-Up,Aveda,Bronzer,2201667,2531917.1,44,1114043.524,15.000002271006462,25.82721188648826,-5,15,5,40
Hair/APDO,South America,Make Up Brushes,Aveda,Fragrance,1857133,2135702.9,51,1089208.479,14.999997307678004,74.8068429481555,0,15,4,30
Skin/Body,Asia,Tools,Bobbi Brown,Toner,1752078,1804640.3,58,1046691.374,2.9999977169966163,12.61761853401108,-1,3,7,14
Hair/APDO,Asia,Hair Dye,Bobbi Brown,Mascara,1198956,1234924.7,31,382826.657,3.0000016681179353,9.681863723919818,-1,3,7,14
Fragrance + Color Cosmetics,North America,Face Make-Up,Bobbi Brown,Mascara,4757950,4900688.5,36,1764247.8599999999,3.0000000000000027,39.278632558891296,-1,3,7,14
Hair/APDO,South America,Fragrance,Frederic Malle,Fragrance,655683,0.0,39,0.0,-100.0,0.0,-3,4,4,30
Fragrance + Color Cosmetics,South America,Fragrance,Bobbi Brown,Fragrance,4692814,4833598.4,39,1885103.3760000002,2.999999573816492,37.85180041996374,-1,3,7,14
Hair/APDO,North America,Tools,Elizabeth Arden,Bronzer,3829049,4097082.4,38,1556891.312,6.99999921651564,32.029766003647794,0,7,6,15
Skin/Body,South America,Hair Dye,Frederic Malle,Lipstick,2275767,2366797.7,58,1372742.666,4.000000878824594,34.93057276262476,-3,4,5,40
Skin/Body,Europe,Face Make-Up,Aveda,Bronzer,1997618,2297260.7,47,1079712.529,15.000000000000014,26.68126462925851,-5,15,5,40
Hair/APDO,Europe,Fragrance,Frederic Malle,Toner,3058944,3181301.8,33,1049829.594,4.000001307640799,39.14577959810192,-3,4,4,30
Hair/APDO,Europe,Tools,Kilian,Toner,1512384,1739241.6,41,713089.056,15.000000000000014,10.03394492607132,0,15,4,30
Hair/APDO,North America,Fragrance,Elizabeth Arden,Fragrance,4900072,5243077.0,44,2306953.88,6.999999183685457,60.723914559753624,0,7,6,15
Fragrance + Color Cosmetics,North America,Tools,Kilian,Lipstick,757681,871333.15,31,270113.2765,15.000000000000014,7.868630726074185,-5,15,5,40
Hair/APDO,Europe,Tools,Kilian,Lipstick,4887814,5620986.1,40,2248394.44,14.999999999999991,32.42830953308178,0,15,4,30
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Mascara,3758084,3908407.4,36,1407026.6639999999,4.000001064372172,34.51013854367508,-3,4,5,40
Skin/Body,Asia,Face Make-Up,Kilian,Lipstick,4810796,5532415.4,56,3098152.6240000003,15.000000000000014,58.78877523038699,-5,15,5,40
Skin/Body,Asia,Hair Dye,Bobbi Brown,Fragrance,4577716,4715047.5,41,1933169.4749999999,3.0000004368990973,34.62639196023258,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Bronzer,4668962,5369306.3,58,3114197.6539999996,14.999999999999991,52.183306026696805,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Mascara,1280641,1319060.2,35,461671.06999999995,2.9999976574231146,8.573115205886314,-1,3,7,14
Hair/APDO,Europe,Make Up Brushes,Elizabeth Arden,Bronzer,3051331,3264924.2,55,1795708.3100000003,7.000000983177501,51.469678673878235,0,7,6,15
Skin/Body,North America,Tools,Kilian,Mascara,3996605,4596095.8,59,2711696.522,15.000001251061823,30.946956177801454,-5,15,5,40
Skin/Body,South America,Make Up Brushes,Kilian,Bronzer,2768115,3183332.3,37,1177832.951,15.000001806283336,19.560554568569934,-5,15,5,40
Hair/APDO,Asia,Tools,Bobbi Brown,Toner,2626453,2705246.6,37,1000941.242,3.000000380741641,25.89534791560016,-1,3,7,14
Skin/Body,Asia,Make Up Brushes,Kilian,Lipstick,2814181,3236308.2,59,1909421.838,15.000001776715855,18.355009323326314,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Bronzer,3115804,3583174.6,35,1254111.1099999999,15.000000000000014,45.50277699453094,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Fragrance,715400,744016.0,31,230644.96,4.0000000000000036,5.499434564585164,-3,4,5,40
Skin/Body,Europe,Face Make-Up,Kilian,Lipstick,4094058,4708166.7,30,1412450.01,15.000000000000014,60.39155120301983,-5,15,5,40
Hair/APDO,Asia,Hair Dye,Bobbi Brown,Mascara,4235466,4362530.0,52,2268515.6,3.000000472203057,34.20242623012717,-1,3,7,14
Hair/APDO,Europe,Make Up Brushes,Aveda,Bronzer,4398606,5058396.9,39,1972774.7910000002,15.000000000000014,33.07680160262774,0,15,4,30
Skin/Body,Europe,Hair Dye,Aveda,Toner,4886007,5618908.0,59,3315155.7199999997,14.999998976669504,42.351363913372914,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Face Make-Up,Bobbi Brown,Lipstick,3233460,3330463.8,44,1465404.072,3.0000000000000027,33.55043452238924,-1,3,7,14
Hair/APDO,Europe,Face Make-Up,Frederic Malle,Toner,1752557,1822659.3,47,856649.8709999999,4.000001141189702,10.178592068186152,-3,4,4,30
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Mascara,4102684,4718086.6,54,2547766.764,14.999999999999991,67.0122777789448,-5,15,5,40
Fragrance + Color Cosmetics,North America,Make Up Brushes,Elizabeth Arden,Lipstick,4840092,5178898.4,43,2226926.312,6.999999173569438,27.373921326620692,0,7,6,15
Hair/APDO,South America,Fragrance,Elizabeth Arden,Lipstick,1990036,2129338.5,42,894322.1699999999,6.999998994993062,65.4517195097342,0,7,6,15
Fragrance + Color Cosmetics,Asia,Tools,Frederic Malle,Bronzer,1056110,1098354.4,54,593111.3759999999,3.9999999999999813,32.26099073668141,-3,4,5,40
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Fragrance,1713261,1764658.8,60,1058795.28,2.9999982489533172,19.791475723310256,-1,3,7,14
Fragrance + Color Cosmetics,North America,Make Up Brushes,Elizabeth Arden,Fragrance,2421277,2590766.4,40,1036306.56,7.000000413005192,13.693922941074172,0,7,6,15
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Fragrance,2115777,2433143.6,48,1167908.928,15.000002363198007,32.56995759234862,-5,15,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Elizabeth Arden,Toner,2033854,2176223.8,47,1022825.1859999999,7.000000983354737,44.610573041163306,0,7,6,15
Hair/APDO,North America,Face Make-Up,Kilian,Toner,1750632,2013226.8,50,1006613.4,15.000000000000014,27.634909327626843,0,15,4,30
Fragrance + Color Cosmetics,Europe,Face Make-Up,Bobbi Brown,Lipstick,2119715,2183306.4,33,720491.112,2.99999764119232,21.994197449470363,-1,3,7,14
Hair/APDO,Asia,Fragrance,Aveda,Bronzer,4146259,4768197.8,49,2336416.922,14.99999879409366,28.684257632758026,0,15,4,30
Fragrance + Color Cosmetics,South America,Hair Dye,Aveda,Bronzer,2930525,3370103.8,60,2022062.2799999998,15.000001706178923,17.894272879670567,-5,15,5,40
Skin/Body,South America,Face Make-Up,Bobbi Brown,Fragrance,4501412,4636454.4,58,2689143.552,3.000000888610077,70.17165511726323,-1,3,7,14
Fragrance + Color Cosmetics,South America,Hair Dye,Elizabeth Arden,Toner,704366,753671.62,50,376835.81,7.000000000000006,10.225473436489438,0,7,6,15
Skin/Body,Europe,Hair Dye,Aveda,Lipstick,2226676,2560677.4,42,1075484.508,14.999999999999991,19.300579477747203,-5,15,5,40
