Portfolio,Geography,Category,Brand,Segment,Initial_Sales,New_Sales,Margin (%),Margin ($),Applied_Trend (%),Contribution (%),Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Hair/APDO,South America,Hair Dye,Frederic Malle,Lipstick,2526580,3088946.6,52,1606252.232,22.25801676574659,29.999999728062637,-3,4,4,30
Hair/APDO,Asia,Tools,Balmain,Bronzer,4026737,6545349.4,58,3796302.652,62.54722868665126,30.000000045834067,0,15,4,30
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Toner,4316446,4445939.4,39,1733916.3660000002,3.0000004633441657,18.774736638606164,-1,3,7,14
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Fragrance,2205215,2271371.5,34,772266.31,3.0000022673526194,33.85379004321549,-1,3,7,14
Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Bronzer,2483851,2856428.6,32,914057.152,14.999997986996805,12.986994222018456,-5,15,5,40
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Lipstick,4730258,5061376.1,47,2378846.7669999995,7.000000845619825,59.02590172216758,0,7,6,15
Skin/Body,Europe,Fragrance,Frederic Malle,Fragrance,822918,2727416.6,54,1472804.9640000002,231.43236628679892,40.0,-3,4,5,40
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Bronzer,1786585,1286225.9,55,707424.245,-28.006453653198705,15.000000408170925,0,7,6,15
Skin/Body,North America,Hair Dye,Aveda,Toner,1514929,1742168.4,35,609758.94,15.0000033004847,60.0,-5,15,5,40
Skin/Body,Europe,Make Up Brushes,Kilian,Mascara,4585412,5273223.8,46,2425682.948,14.999999999999991,34.94092097509484,-5,15,5,40
Skin/Body,Europe,Hair Dye,Bobbi Brown,Fragrance,1216756,1253258.7,39,488770.893,3.0000016437149224,39.890506896809896,-1,3,7,14
Hair/APDO,North America,Face Make-Up,Frederic Malle,Bronzer,4684056,4871418.2,42,2045995.644,3.999999146039257,41.25086671249503,-3,4,4,30
Skin/Body,South America,Hair Dye,Aveda,Lipstick,863476,992997.4,55,546148.5700000001,15.000000000000014,59.99999987915376,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Toner,3796050,3909931.5,30,1172979.45,3.0000000000000027,30.974397548305753,-1,3,7,14
Skin/Body,Asia,Face Make-Up,Frederic Malle,Fragrance,1376031,1431072.2,50,715536.1,3.9999970930887363,33.71569939336242,-3,4,5,40
Skin/Body,South America,Face Make-Up,Elizabeth Arden,Mascara,4631479,1996037.7,52,1037939.604,-56.90280145931786,15.000000225446646,0,7,6,15
Fragrance + Color Cosmetics,Europe,Tools,Kilian,Mascara,3851278,4428969.7,33,1461560.0010000002,15.000000000000014,36.68747993367912,-5,15,5,40
Hair/APDO,South America,Make Up Brushes,Balmain,Lipstick,1179418,6901176.9,59,4071694.371,485.1341000391719,29.999999869587462,0,15,4,30
Skin/Body,South America,Hair Dye,Kilian,Mascara,3221864,3705143.6,31,1148594.516,15.000000000000014,35.945559363599855,-5,15,5,40
Skin/Body,Asia,Fragrance,Kilian,Lipstick,4375754,4247789.5,58,2463717.9099999997,-2.9243988578882663,40.00000018833325,-5,15,5,40
Fragrance + Color Cosmetics,North America,Face Make-Up,Balmain,Mascara,2158987,2482835.0,34,844163.9,14.999997684099075,23.35410089521663,-5,15,5,40
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Toner,3891418,4008160.5,34,1362774.57,2.999998972097062,52.65609099692781,-1,3,7,14
Hair/APDO,North America,Tools,Kilian,Mascara,3477590,6441931.7,54,3478643.1180000002,85.2412647839452,29.999999953430116,0,15,4,30
Skin/Body,South America,Make Up Brushes,Elizabeth Arden,Toner,1691902,1810335.1,37,669823.9870000001,6.999997635796884,12.466875497071987,0,7,6,15
Skin/Body,North America,Tools,Elizabeth Arden,Lipstick,1275435,337360.24,47,158559.31279999999,-73.54939765648582,15.000000177851428,0,7,6,15
Hair/APDO,South America,Hair Dye,Kilian,Fragrance,2064718,2374425.7,55,1305934.1350000002,15.000000000000014,33.37854279440213,0,15,4,30
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Fragrance,2024102,2105066.1,51,1073583.7110000001,4.0000009880925,15.96194757822737,-3,4,5,40
Fragrance + Color Cosmetics,South America,Tools,Kilian,Toner,704615,810307.25,45,364638.2625,14.999999999999991,7.476197075903079,-5,15,5,40
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Bronzer,781570,812832.8,36,292619.808,4.0000000000000036,16.05736990894448,-3,4,5,40
Fragrance + Color Cosmetics,South America,Hair Dye,Kilian,Toner,3047500,3504625.0,41,1436896.25,14.999999999999991,16.477917819907375,-5,15,5,40
Fragrance + Color Cosmetics,South America,Tools,Balmain,Mascara,1309942,5876841.9,52,3055957.788,348.6337486697885,40.00000013612754,-5,15,5,40
Hair/APDO,South America,Fragrance,Bobbi Brown,Fragrance,2188472,2254126.2,51,1149604.3620000002,3.00000182775928,12.887947230755897,-1,3,7,14
Skin/Body,Europe,Fragrance,Aveda,Mascara,2808989,0.0,41,0.0,-100.0,0.0,-5,15,5,40
Fragrance + Color Cosmetics,South America,Face Make-Up,Frederic Malle,Mascara,1520154,2901947.4,59,1712148.9659999998,90.89825109824399,40.0000005513539,-3,4,5,40
Hair/APDO,North America,Tools,Frederic Malle,Toner,3303696,3435843.8,56,1924072.5280000002,3.9999987892348488,34.972111618230464,-3,4,4,30
Skin/Body,Europe,Tools,Bobbi Brown,Lipstick,3206871,3303077.1,45,1486384.695,2.999999064508674,18.106350999992397,-1,3,7,14
Hair/APDO,North America,Hair Dye,Elizabeth Arden,Lipstick,4944499,2903440.5,60,1742064.3,-41.27937936684789,15.000000154988541,0,7,6,15
Skin/Body,North America,Fragrance,Balmain,Fragrance,1049239,1206624.9,43,518848.70699999994,15.000004765358499,8.562044819910831,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Frederic Malle,Fragrance,1770464,0.0,54,0.0,-100.0,0.0,-3,4,5,40
Skin/Body,Europe,Fragrance,Kilian,Lipstick,3688729,4242038.3,53,2248280.299,14.999998644519552,22.183244432421972,-5,15,5,40
Skin/Body,North America,Tools,Balmain,Bronzer,1410775,1622391.3,35,567836.955,15.000003544151275,9.521726634938792,-5,15,5,40
Hair/APDO,Europe,Face Make-Up,Elizabeth Arden,Fragrance,4873656,5214811.9,31,1616591.689,6.999999589630468,52.43428118694903,0,7,6,15
Hair/APDO,Asia,Make Up Brushes,Balmain,Bronzer,931413,1071124.9,58,621252.4419999999,14.999994631812097,26.38701417588503,0,15,4,30
Skin/Body,South America,Tools,Elizabeth Arden,Mascara,3707393,3966910.5,40,1586764.2000000002,6.99999973026868,84.99999998928637,0,7,6,15
Skin/Body,Europe,Fragrance,Kilian,Mascara,645271,742061.65,32,237459.728,15.000000000000014,3.880524833044616,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Elizabeth Arden,Lipstick,576898,617280.86,38,234566.7268,7.000000000000006,84.99999958689793,0,7,6,15
Fragrance + Color Cosmetics,North America,Tools,Balmain,Mascara,2329553,2678985.9,32,857275.488,14.99999785366548,50.11093110902228,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Toner,2175843,2502219.5,35,875776.825,15.000002297959924,20.221948663497766,-5,15,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Balmain,Lipstick,3114235,6653510.5,53,3526360.5650000004,113.6483117041585,39.99999987976272,-5,15,5,40
Skin/Body,North America,Face Make-Up,Kilian,Mascara,1642953,3537889.9,41,1450534.859,115.33725553926372,40.00000022612349,-5,15,5,40
Skin/Body,South America,Fragrance,Aveda,Toner,1105409,1271220.4,56,711883.424,15.000004523212663,7.480141607776501,-5,15,5,40
Hair/APDO,Europe,Face Make-Up,Aveda,Mascara,4657893,3850152.7,47,1809571.769,-17.34132364139751,30.000000077918987,0,15,4,30
Skin/Body,Asia,Tools,Bobbi Brown,Fragrance,4666769,4806772.1,42,2018844.2819999997,3.000000642843048,33.076141991240874,-1,3,7,14
Skin/Body,Asia,Tools,Balmain,Mascara,1156951,1330493.6,32,425757.95200000005,14.999995678295797,11.056474533106227,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Fragrance,2866610,3296601.5,30,988980.45,14.999999999999991,23.149189082505835,-5,15,5,40
Skin/Body,South America,Face Make-Up,Kilian,Fragrance,2255692,2594045.8,40,1037618.32,14.999999999999991,10.35524811914051,-5,15,5,40
Skin/Body,North America,Hair Dye,Bobbi Brown,Toner,2226470,2293264.1,35,802642.4349999999,3.0000000000000027,16.01824416676166,-1,3,7,14
Skin/Body,South America,Tools,Frederic Malle,Lipstick,1209662,1258048.5,48,603863.28,4.0000016533544125,14.82988389504375,-3,4,5,40
Hair/APDO,Europe,Hair Dye,Balmain,Fragrance,2639686,4789897.7,59,2826039.643,81.45710133705298,29.999999937368184,0,15,4,30
Hair/APDO,Europe,Make Up Brushes,Frederic Malle,Fragrance,4261675,468098.95,58,271497.391,-89.01608053171582,29.99999967955494,-3,4,4,30
Hair/APDO,Europe,Tools,Elizabeth Arden,Toner,4598064,0.0,46,0.0,-100.0,0.0,0,7,6,15
Hair/APDO,Europe,Make Up Brushes,Aveda,Toner,1100530,6011689.1,45,2705260.0949999997,446.25399580202264,30.000000099805558,0,15,4,30
Fragrance + Color Cosmetics,South America,Hair Dye,Kilian,Mascara,2164221,8507446.2,60,5104467.72,293.0950767042737,39.999999811929456,-5,15,5,40
Skin/Body,North America,Make Up Brushes,Bobbi Brown,Bronzer,638563,439825.26,47,206717.87219999998,-31.122651954466505,14.000000178252611,-1,3,7,14
Hair/APDO,Asia,Fragrance,Bobbi Brown,Lipstick,4441237,4574474.1,39,1784044.899,2.999999774837492,38.38508175678517,-1,3,7,14
Skin/Body,Europe,Hair Dye,Balmain,Mascara,4076511,2866977.6,47,1347479.472,-29.670799367400214,40.0,-5,15,5,40
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Toner,3273939,3372157.2,32,1079090.304,3.0000009163273944,25.69017627477005,-1,3,7,14
Skin/Body,Asia,Tools,Balmain,Lipstick,3677326,4228924.9,35,1480123.715,15.000000000000014,35.142597047643676,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Balmain,Mascara,3034937,3490177.5,52,1814892.3,14.99999835251935,44.0327365863645,0,15,4,30
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Bronzer,3210626,2194552.7,46,1009494.2420000001,-31.64720213441241,40.000000364538984,-5,15,5,40
Skin/Body,North America,Tools,Aveda,Toner,944191,2676908.7,49,1311685.263,183.51347343916643,40.000000298852186,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Toner,4222946,4518552.2,56,2530389.2320000003,6.999999526396983,30.429598813355657,0,7,6,15
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Fragrance,1910706,1968027.2,50,984013.6,3.0000010467335025,41.985309265988505,-1,3,7,14
Skin/Body,North America,Face Make-Up,Balmain,Lipstick,1419484,0.0,55,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,Asia,Fragrance,Kilian,Bronzer,4061963,4671257.4,47,2195490.978,14.999998769068078,39.879383251641734,0,15,4,30
Hair/APDO,Asia,Make Up Brushes,Elizabeth Arden,Lipstick,2942266,3148224.6,46,1448183.316,6.999999320251815,47.09011903197759,0,7,6,15
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Balmain,Fragrance,4477019,5148571.8,41,2110914.4379999996,14.99999888318544,45.18757223843824,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Lipstick,1018349,2227380.1,59,1314154.259,118.72463173234324,14.999999966328154,0,7,6,15
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Bronzer,4497615,4632543.5,38,1760366.53,3.0000011117003123,35.2922037903631,-1,3,7,14
Skin/Body,Asia,Tools,Aveda,Mascara,1109996,1276495.4,53,676542.562,14.999999999999991,9.375487665746862,-5,15,5,40
Skin/Body,Asia,Tools,Frederic Malle,Mascara,888590,924133.6,43,397377.448,4.0000000000000036,59.99999987014865,-3,4,5,40
Hair/APDO,Europe,Face Make-Up,Aveda,Lipstick,2879877,3311858.6,30,993557.58,15.000001736185254,25.805666943562176,0,15,4,30
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Toner,1936536,2072093.5,53,1098209.5550000002,6.999998967228072,16.687172762557275,0,7,6,15
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Lipstick,2278599,2346957.0,39,915313.23,3.0000013165984996,15.70844195972394,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Lipstick,4870380,4724268.6,30,1417280.5799999998,-3.0000000000000027,35.82240374241246,-3,4,5,40
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Mascara,4382149,3315261.0,51,1690783.11,-24.346228300315666,14.00000012668686,-1,3,7,14
Hair/APDO,Europe,Hair Dye,Frederic Malle,Mascara,2491083,2590726.3,39,1010383.257,3.999999197136339,13.280088478210295,-3,4,4,30
Skin/Body,Asia,Face Make-Up,Aveda,Toner,1943717,7318199.8,56,4098191.8880000003,276.5054171980798,39.999999781366995,-5,15,5,40
Skin/Body,Europe,Fragrance,Kilian,Mascara,864359,994012.85,41,407545.26849999995,14.999999999999991,5.198074241931856,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Elizabeth Arden,Toner,657702,1395854.3,60,837512.58,112.23202909524375,14.999999570155722,0,7,6,15
Hair/APDO,Asia,Make Up Brushes,Elizabeth Arden,Mascara,2368670,2534476.9,51,1292583.219,7.000000000000006,37.90988066886891,0,7,6,15
Hair/APDO,South America,Fragrance,Bobbi Brown,Mascara,1432817,1475801.5,43,634594.645,2.9999993020741744,8.437882428708027,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Aveda,Lipstick,2680338,3082388.7,42,1294603.254,15.000000000000014,18.53650608792112,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Fragrance,764500,879175.0,52,457171.0,14.999999999999991,8.887991572504806,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Bobbi Brown,Mascara,2440369,2513580.1,35,879753.035,3.000001229322291,86.00000023949903,-1,3,7,14
Hair/APDO,Europe,Tools,Kilian,Toner,1890281,2173823.1,32,695623.392,14.999997354890638,11.1395296999776,0,15,4,30
Hair/APDO,South America,Tools,Aveda,Lipstick,2068560,2378844.0,36,856383.84,14.999999999999991,11.51343412090129,0,15,4,30
Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Bronzer,1495843,1720219.5,34,584874.63,15.000003342596791,7.821123450137516,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Frederic Malle,Lipstick,2863999,2978559.0,48,1429708.3199999998,4.000001396648534,33.89426176610329,-3,4,5,40
Skin/Body,Asia,Hair Dye,Aveda,Mascara,2116449,2433916.4,33,803192.412,15.00000236244765,36.80593200138161,-5,15,5,40
Hair/APDO,Europe,Make Up Brushes,Elizabeth Arden,Mascara,2877074,3078469.2,48,1477665.216,7.000000695150699,85.00000001380556,0,7,6,15
Fragrance + Color Cosmetics,Europe,Tools,Bobbi Brown,Toner,4662065,4801927.0,42,2016809.3399999999,3.000001072486125,51.46029983271183,-1,3,7,14
Skin/Body,South America,Fragrance,Balmain,Mascara,4852099,5579913.8,37,2064568.106,14.999998969518135,35.629142833802035,-5,15,5,40
Fragrance + Color Cosmetics,South America,Hair Dye,Bobbi Brown,Mascara,4459076,4592848.3,52,2388281.116,3.000000448523421,21.82822804292888,-1,3,7,14
Skin/Body,Europe,Tools,Kilian,Bronzer,2698611,4955156.8,58,2873990.9439999997,83.61878759109777,40.0,-5,15,5,40
Fragrance + Color Cosmetics,South America,Fragrance,Balmain,Lipstick,3113275,3057616.2,54,1651112.7480000001,-1.787789385775418,40.00000026164174,-5,15,5,40
Fragrance + Color Cosmetics,South America,Tools,Aveda,Lipstick,561367,645572.05,37,238861.65850000002,15.000000000000014,6.735067704001721,-5,15,5,40
Skin/Body,South America,Face Make-Up,Frederic Malle,Toner,3984239,3530231.5,51,1800418.065,-11.395086991518333,40.00000022661404,-3,4,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Bobbi Brown,Lipstick,1423780,1466493.4,30,439948.01999999996,3.0000000000000027,6.168733848197708,-1,3,7,14
Hair/APDO,Asia,Fragrance,Kilian,Bronzer,798090,917803.5,57,523147.99499999994,14.999999999999991,7.835457221046771,0,15,4,30
Skin/Body,South America,Tools,Bobbi Brown,Fragrance,2305808,2374982.2,46,1092491.8120000002,2.999998265250192,69.15266568738187,-1,3,7,14
Hair/APDO,South America,Make Up Brushes,Balmain,Fragrance,1437841,1653517.1,49,810223.3790000001,14.999996522564052,7.187978732201553,0,15,4,30
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Bronzer,1707068,3941000.2,55,2167550.1100000003,130.86369142881247,40.00000040598831,-5,15,5,40
Skin/Body,South America,Face Make-Up,Elizabeth Arden,Fragrance,3355994,3590913.6,50,1795456.8,7.00000059594863,26.985314360324676,0,7,6,15
Skin/Body,North America,Fragrance,Balmain,Bronzer,4342323,4993671.5,39,1947531.885,15.00000115145741,35.434408156927105,-5,15,5,40
Skin/Body,Europe,Face Make-Up,Balmain,Mascara,2424401,1665467.6,54,899352.5040000001,-31.303955080038325,40.0,-5,15,5,40
Skin/Body,North America,Face Make-Up,Frederic Malle,Bronzer,4706419,0.0,35,0.0,-100.0,0.0,-3,4,5,40
Hair/APDO,Asia,Tools,Bobbi Brown,Mascara,2548891,2625357.7,39,1023889.5030000001,2.999998823017558,42.355565943220846,-1,3,7,14
Hair/APDO,Asia,Hair Dye,Aveda,Lipstick,3622951,0.0,52,0.0,-100.0,0.0,0,15,4,30
Skin/Body,Asia,Tools,Elizabeth Arden,Mascara,1464918,0.0,30,0.0,-100.0,0.0,0,7,6,15
Hair/APDO,Europe,Face Make-Up,Frederic Malle,Mascara,3333552,3466894.1,47,1629440.227,4.00000059996064,19.083382236338082,-3,4,4,30
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Toner,3027576,3118403.3,37,1153809.221,3.0000006605944707,64.61088718651851,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Toner,3430639,5077744.5,60,3046646.6999999997,48.01162407353266,40.00000015755026,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Kilian,Mascara,3127144,4984859.0,59,2941066.81,59.40612264737408,39.99999983951402,-5,15,5,40
Skin/Body,North America,Fragrance,Aveda,Lipstick,3119980,0.0,50,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,North America,Face Make-Up,Bobbi Brown,Mascara,4199181,3337107.6,58,1935522.4079999998,-20.529560407136525,14.000000092295497,-1,3,7,14
Fragrance + Color Cosmetics,South America,Hair Dye,Frederic Malle,Fragrance,3890742,4046371.7,38,1537621.246,4.000000514040769,60.00000029656197,-3,4,5,40
Hair/APDO,North America,Face Make-Up,Kilian,Lipstick,2076590,2388078.5,50,1194039.25,14.999999999999991,32.78037666434558,0,15,4,30
Skin/Body,Asia,Hair Dye,Aveda,Toner,3860160,2645134.9,57,1507726.893,-31.47602949100555,39.99999969755796,-5,15,5,40
Skin/Body,Asia,Fragrance,Balmain,Bronzer,4495609,5169950.3,35,1809482.6049999997,14.999998887803635,59.999999535778905,-5,15,5,40
Hair/APDO,South America,Hair Dye,Frederic Malle,Lipstick,725049,754050.96,32,241296.30719999998,4.0000000000000036,7.3233796255802455,-3,4,4,30
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Aveda,Fragrance,2880932,3530999.1,55,1942049.5050000001,22.564472191637996,39.99999977343523,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Tools,Bobbi Brown,Bronzer,3017334,3107854.0,44,1367455.76,2.999999337163195,33.28631474053234,-1,3,7,14
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Toner,3310860,3410185.8,40,1364074.32,3.0000000000000027,27.01542231181981,-1,3,7,14
Skin/Body,South America,Face Make-Up,Aveda,Bronzer,2201667,2531917.1,44,1114043.524,15.000002271006462,36.412436404683405,-5,15,5,40
Hair/APDO,South America,Make Up Brushes,Aveda,Fragrance,1857133,308251.59,51,157208.3109,-83.40174936313123,30.000000291969304,0,15,4,30
Skin/Body,Asia,Tools,Bobbi Brown,Toner,1752078,2034542.3,58,1180034.534,16.121673806759752,14.000000125237014,-1,3,7,14
Hair/APDO,Asia,Hair Dye,Bobbi Brown,Mascara,1198956,1234924.7,31,382826.657,3.0000016681179353,10.190765599931302,-1,3,7,14
Fragrance + Color Cosmetics,North America,Face Make-Up,Bobbi Brown,Mascara,4757950,4900688.5,36,1764247.8599999999,3.0000000000000027,52.682138491128924,-1,3,7,14
Hair/APDO,South America,Fragrance,Frederic Malle,Fragrance,655683,0.0,39,0.0,-100.0,0.0,-3,4,4,30
Fragrance + Color Cosmetics,South America,Fragrance,Bobbi Brown,Fragrance,4692814,4833598.4,39,1885103.3760000002,2.999999573816492,44.66619693218161,-1,3,7,14
Hair/APDO,North America,Tools,Elizabeth Arden,Bronzer,3829049,4097082.4,38,1556891.312,6.99999921651564,35.679032245125526,0,7,6,15
Skin/Body,South America,Hair Dye,Frederic Malle,Lipstick,2275767,2939281.3,58,1704783.1539999999,29.155634122473863,39.99999972782462,-3,4,5,40
Skin/Body,Europe,Face Make-Up,Aveda,Bronzer,1997618,2297260.7,47,1079712.529,15.000000000000014,26.68126462925851,-5,15,5,40
Hair/APDO,Europe,Fragrance,Frederic Malle,Toner,3058944,3181301.8,33,1049829.594,4.000001307640799,43.468480245750555,-3,4,4,30
Hair/APDO,Europe,Tools,Kilian,Toner,1512384,1739241.6,41,713089.056,15.000000000000014,8.912562139318771,0,15,4,30
Hair/APDO,North America,Fragrance,Elizabeth Arden,Fragrance,4900072,0.0,44,0.0,-100.0,0.0,0,7,6,15
Fragrance + Color Cosmetics,North America,Tools,Kilian,Lipstick,757681,871333.15,31,270113.2765,15.000000000000014,6.991837855426451,-5,15,5,40
Hair/APDO,Europe,Tools,Kilian,Lipstick,4887814,5620986.1,40,2248394.44,14.999999999999991,28.804156881077976,0,15,4,30
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Mascara,3758084,3908407.4,36,1407026.6639999999,4.000001064372172,35.9011053365775,-3,4,5,40
Skin/Body,Asia,Face Make-Up,Kilian,Lipstick,4810796,2585500.5,56,1447880.28,-46.256284822719564,39.99999969058216,-5,15,5,40
Skin/Body,Asia,Hair Dye,Bobbi Brown,Fragrance,4577716,4715047.5,41,1933169.4749999999,3.0000004368990973,44.014010264182225,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Bronzer,4668962,3280007.8,58,1902404.5239999997,-29.748672188807713,40.0,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Mascara,1280641,1319060.2,35,461671.06999999995,2.9999976574231146,10.449567984745435,-1,3,7,14
Hair/APDO,Europe,Make Up Brushes,Elizabeth Arden,Bronzer,3051331,543259.27,55,298792.5985,-82.19599020886295,14.999999986194437,0,7,6,15
Skin/Body,North America,Tools,Kilian,Mascara,3996605,6836954.7,59,4033803.273,71.06906236668374,40.00000011701116,-5,15,5,40
Skin/Body,South America,Make Up Brushes,Kilian,Bronzer,2768115,3183332.3,37,1177832.951,15.000001806283336,14.989317753290141,-5,15,5,40
Hair/APDO,Asia,Tools,Bobbi Brown,Toner,2626453,2705246.6,37,1000941.242,3.000000380741641,43.644433959979615,-1,3,7,14
Skin/Body,Asia,Make Up Brushes,Kilian,Lipstick,2814181,9596957.0,59,5662204.63,241.02131312804684,40.0,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Bronzer,3115804,3583174.6,35,1254111.1099999999,15.000000000000014,36.36817512841715,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Fragrance,715400,744016.0,31,230644.96,4.0000000000000036,5.6416016529658695,-3,4,5,40
Skin/Body,Europe,Face Make-Up,Kilian,Lipstick,4094058,4708166.7,30,1412450.01,15.000000000000014,60.0,-5,15,5,40
Hair/APDO,Asia,Hair Dye,Bobbi Brown,Mascara,4235466,4362530.0,52,2268515.6,3.000000472203057,36.00018742249491,-1,3,7,14
Hair/APDO,Europe,Make Up Brushes,Aveda,Bronzer,4398606,5058396.9,39,1972774.7910000002,15.000000000000014,25.24280696832046,0,15,4,30
Skin/Body,Europe,Hair Dye,Aveda,Toner,4886007,5098968.1,59,3008391.1789999995,4.358591790801758,39.99999984310551,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Face Make-Up,Bobbi Brown,Lipstick,3233460,3330463.8,44,1465404.072,3.0000000000000027,33.57790811159633,-1,3,7,14
Hair/APDO,Europe,Face Make-Up,Frederic Malle,Toner,1752557,1822659.3,47,856649.8709999999,4.000001141189702,10.032756439983674,-3,4,4,30
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Mascara,4102684,1548362.3,54,836115.6420000001,-62.25977189566635,39.99999948332507,-5,15,5,40
Fragrance + Color Cosmetics,North America,Make Up Brushes,Elizabeth Arden,Lipstick,4840092,5178898.4,43,2226926.312,6.999999173569438,26.586233356737615,0,7,6,15
Hair/APDO,South America,Fragrance,Elizabeth Arden,Lipstick,1990036,198345.52,42,83305.11839999999,-90.03306874850506,14.99999939499518,0,7,6,15
Fragrance + Color Cosmetics,Asia,Tools,Frederic Malle,Bronzer,1056110,1537490.2,54,830244.708,45.58049824355417,39.99999895934299,-3,4,5,40
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Fragrance,1713261,1164213.6,60,698528.16,-32.046921047055875,13.999999711393174,-1,3,7,14
Fragrance + Color Cosmetics,North America,Make Up Brushes,Elizabeth Arden,Fragrance,2421277,2590766.4,40,1036306.56,7.000000413005192,13.299878615729366,0,7,6,15
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Fragrance,2115777,3358247.6,48,1611958.848,58.724081035005106,39.999999523561044,-5,15,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Elizabeth Arden,Toner,2033854,2176223.8,47,1022825.1859999999,7.000000983354737,62.827475830899296,0,7,6,15
Hair/APDO,North America,Face Make-Up,Kilian,Toner,1750632,2013226.8,50,1006613.4,15.000000000000014,27.634909327626843,0,15,4,30
Fragrance + Color Cosmetics,Europe,Face Make-Up,Bobbi Brown,Lipstick,2119715,2183306.4,33,720491.112,2.99999764119232,22.01220793291919,-1,3,7,14
Hair/APDO,Asia,Fragrance,Aveda,Bronzer,4146259,4768197.8,49,2336416.922,14.99999879409366,25.36647435672601,0,15,4,30
Fragrance + Color Cosmetics,South America,Hair Dye,Aveda,Bronzer,2930525,3370103.8,60,2022062.2799999998,15.000001706178923,17.894272879670567,-5,15,5,40
Skin/Body,South America,Face Make-Up,Bobbi Brown,Fragrance,4501412,4636454.4,58,2689143.552,3.000000888610077,75.54787375387983,-1,3,7,14
Fragrance + Color Cosmetics,South America,Hair Dye,Elizabeth Arden,Toner,704366,753671.62,50,376835.81,7.000000000000006,10.680838584737891,0,7,6,15
Skin/Body,Europe,Hair Dye,Aveda,Lipstick,2226676,2560677.4,42,1075484.508,14.999999999999991,20.087808668236978,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Tools,Aveda,Fragrance,1202436,1382801.4,47,649916.6579999999,14.999999999999991,16.44570596249241,-5,15,5,40
Skin/Body,Asia,Make Up Brushes,Kilian,Toner,3107411,3573522.6,46,1643820.3960000002,14.999998390943459,14.894398714092393,-5,15,5,40
