Year,Portfolio,Geography,Category,Brand,Segment,Initial_Sales,New_Sales,Margin (%),Applied_Trend (%),Contribution (%),Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Bronzer,1021244.0,1174430.6,37,15.000000000000014,18.8214227660107,-5,15,5,40
1,Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Bronzer,939439.0,967622.17,52,3.0000000000000027,7.626729206641232,-1,3,7,14
1,Fragrance + Color Cosmetics,Europe,Face Make-Up,Aveda,Toner,2394554.0,0.0,44,-100.0,0.0,-5,15,5,40
1,Skin/Body,South America,Fragrance,Balmain,Toner,4285961.0,4928855.2,49,15.00000116659952,34.4061364089465,-5,15,5,40
1,Skin/Body,South America,Fragrance,Aveda,Bronzer,3121158.0,3589331.7,57,15.000000000000014,21.120420249166624,-5,15,5,40
1,Skin/Body,South America,Make Up Brushes,Kilian,Lipstick,2498173.0,2872899.0,39,15.000002001462676,17.653041644282627,-5,15,5,40
1,Skin/Body,South America,Face Make-Up,Frederic Malle,Mascara,1141593.0,1187256.7,36,3.999998248062142,12.578263159151565,-3,4,5,40
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Mascara,4609070.0,4793432.8,49,4.0000000000000036,42.32466401220005,-3,4,5,40
1,Skin/Body,Asia,Face Make-Up,Aveda,Lipstick,1734215.0,1994347.3,37,15.000002883148866,15.094312732876643,-5,15,5,40
1,Hair/APDO,Asia,Face Make-Up,Elizabeth Arden,Fragrance,4750167.0,5082678.7,59,7.00000021051892,30.164427113603033,0,7,6,15
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Bronzer,778495.0,895269.25,58,14.999999999999991,3.5360853213822265,-5,15,5,40
1,Skin/Body,Europe,Make Up Brushes,Frederic Malle,Mascara,4401403.0,4577459.1,60,3.9999995455994197,48.21083084344504,-3,4,5,40
1,Fragrance + Color Cosmetics,Asia,Tools,Elizabeth Arden,Mascara,4320671.0,4623118.0,37,7.000000694336594,43.42716809628392,0,7,6,15
1,Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Bronzer,2242166.0,2309431.0,59,3.000000891994614,37.42990779017854,-1,3,7,14
1,Skin/Body,North America,Hair Dye,Kilian,Mascara,3242455.0,3728823.3,50,15.000001542041442,57.478168513567255,-5,15,5,40
1,Fragrance + Color Cosmetics,North America,Tools,Kilian,Mascara,1097904.0,1262589.6,48,15.000000000000014,11.401897564647593,-5,15,5,40
1,Hair/APDO,Europe,Tools,Kilian,Lipstick,2104243.0,2419879.4,37,14.999997623848582,13.960646196212478,0,15,4,30
1,Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Fragrance,2138846.0,2224399.8,45,3.999998129832627,42.48820371571255,-3,4,5,40
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Toner,2882865.0,3315294.8,45,15.000001734385759,13.094569346970003,-5,15,5,40
1,Hair/APDO,South America,Make Up Brushes,Balmain,Lipstick,4598535.0,5288315.3,59,15.000001087302795,30.289776087760977,0,15,4,30
1,Skin/Body,North America,Fragrance,Kilian,Fragrance,2499117.0,2873984.5,35,14.999997999293345,63.861402055979376,-5,15,5,40
1,Hair/APDO,Europe,Make Up Brushes,Bobbi Brown,Lipstick,1011162.0,0.0,42,-100.0,0.0,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Toner,2779042.0,3195898.3,57,14.999999999999991,35.00080227326713,-5,15,5,40
1,Skin/Body,Europe,Hair Dye,Elizabeth Arden,Fragrance,1239574.0,1326344.2,35,7.000001613457529,11.56527265348695,0,7,6,15
1,Fragrance + Color Cosmetics,North America,Face Make-Up,Frederic Malle,Toner,1119696.0,1164483.8,56,3.999996427601782,14.841542377481714,-3,4,5,40
1,Hair/APDO,South America,Tools,Aveda,Bronzer,3476030.0,3997434.5,54,14.999999999999991,21.654036220583485,0,15,4,30
1,Fragrance + Color Cosmetics,North America,Hair Dye,Bobbi Brown,Bronzer,2350924.0,2421451.7,42,2.9999991492706712,9.553134812562632,-1,3,7,14
1,Hair/APDO,Europe,Hair Dye,Kilian,Bronzer,1641452.0,1887669.8,49,15.000000000000014,34.31397768259679,0,15,4,30
1,Skin/Body,Europe,Make Up Brushes,Kilian,Lipstick,1730796.0,1990415.4,44,14.999999999999991,13.18869620860518,-5,15,5,40
1,Skin/Body,Asia,Hair Dye,Frederic Malle,Toner,2412493.0,2508992.7,42,3.9999991709820604,17.22702802086909,-3,4,5,40
1,Hair/APDO,Europe,Face Make-Up,Aveda,Fragrance,4932027.0,5671831.0,46,14.999998986218044,39.55178211261428,0,15,4,30
1,Skin/Body,North America,Hair Dye,Elizabeth Arden,Mascara,4615741.0,4938842.9,60,7.000000649949811,48.192869921559925,0,7,6,15
1,Hair/APDO,North America,Hair Dye,Aveda,Mascara,2954698.0,3397902.7,42,15.000000000000014,58.590852071433034,0,15,4,30
1,Skin/Body,Europe,Tools,Kilian,Toner,975278.0,1121569.7,49,14.999999999999991,10.644979415512198,-5,15,5,40
1,Skin/Body,Asia,Hair Dye,Bobbi Brown,Fragrance,2126528.0,2190323.8,52,2.999998118999603,16.08531206072178,-1,3,7,14
1,Skin/Body,Asia,Fragrance,Elizabeth Arden,Lipstick,3321839.0,3554367.7,41,6.999999096885801,32.70498382696985,0,7,6,15
1,Skin/Body,Asia,Make Up Brushes,Kilian,Fragrance,4379928.0,5036917.2,43,15.000000000000014,28.56732315136818,-5,15,5,40
1,Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Bronzer,3354119.0,3588907.3,30,6.999999105577337,28.259260125113883,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Face Make-Up,Balmain,Toner,3099327.0,3564226.1,60,15.000001613253456,49.869803157036806,-5,15,5,40
1,Fragrance + Color Cosmetics,North America,Tools,Aveda,Mascara,3449311.0,3966707.6,35,14.999998550435144,67.50641166728842,-5,15,5,40
1,Hair/APDO,Europe,Fragrance,Kilian,Toner,3966032.0,4560936.8,48,14.999999999999991,41.52091347311819,0,15,4,30
1,Skin/Body,South America,Hair Dye,Balmain,Bronzer,1081904.0,1244189.6,56,15.000000000000014,8.891386482744206,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Fragrance,2522643.0,2623548.7,48,3.9999992071807267,23.165197444124853,-3,4,5,40
1,Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Bronzer,2823724.0,3247282.6,55,15.000000000000014,26.243253840192605,-5,15,5,40
1,Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Bronzer,920539.0,1058619.8,52,14.9999945683996,9.156144159470097,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Hair Dye,Bobbi Brown,Toner,3997831.0,4117765.9,43,2.9999992495930883,19.15745683617512,-1,3,7,14
1,Hair/APDO,Asia,Fragrance,Frederic Malle,Mascara,3022919.0,0.0,45,-100.0,0.0,-3,4,4,30
1,Skin/Body,South America,Make Up Brushes,Frederic Malle,Bronzer,4031674.0,4192941.0,35,4.000000992143704,21.45668281269373,-3,4,5,40
1,Skin/Body,South America,Make Up Brushes,Elizabeth Arden,Fragrance,2926105.0,3130932.4,54,7.000001708756165,20.233609202891355,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Mascara,770146.0,885667.9,49,15.000000000000014,14.216480641173193,-5,15,5,40
1,Skin/Body,South America,Hair Dye,Balmain,Lipstick,4972089.0,5717902.4,44,15.000001005613539,40.86200375650999,-5,15,5,40
1,Hair/APDO,Europe,Hair Dye,Bobbi Brown,Bronzer,1146275.0,1180663.3,52,3.000004361955022,15.279812766041465,-1,3,7,14
1,Hair/APDO,Asia,Fragrance,Elizabeth Arden,Lipstick,4961213.0,5308497.9,31,6.999999798436396,43.7956515294007,0,7,6,15
1,Hair/APDO,Europe,Tools,Kilian,Bronzer,1483667.0,1706217.1,46,15.000003370028448,9.843421646148023,0,15,4,30
1,Fragrance + Color Cosmetics,North America,Tools,Kilian,Bronzer,2701340.0,3106541.0,35,14.999999999999991,28.05382070498434,-5,15,5,40
1,Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Bronzer,1574477.0,1684690.4,44,7.000000635131531,15.094701806529907,0,7,6,15
1,Skin/Body,North America,Fragrance,Frederic Malle,Fragrance,797584.0,0.0,35,-100.0,0.0,-3,4,5,40
1,Hair/APDO,Asia,Make Up Brushes,Bobbi Brown,Toner,2151348.0,2215888.4,47,2.9999981407006215,35.244997725040314,-1,3,7,14
1,Hair/APDO,Europe,Face Make-Up,Frederic Malle,Mascara,4990224.0,5189833.0,54,4.000000801567216,28.98248345645878,-3,4,4,30
1,Hair/APDO,South America,Tools,Aveda,Mascara,1416004.0,1628404.6,42,15.000000000000014,8.821040642483263,0,15,4,30
1,Hair/APDO,North America,Tools,Aveda,Lipstick,1775393.0,2041702.0,56,15.000002816277869,13.860152058081049,0,15,4,30
1,Skin/Body,Asia,Make Up Brushes,Balmain,Toner,2242955.0,2579398.3,57,15.000002229202103,59.98623855152556,-5,15,5,40
1,Hair/APDO,Europe,Tools,Balmain,Fragrance,2135765.0,2456129.8,58,15.000002341081519,45.92797124432643,0,15,4,30
1,Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Fragrance,2505534.0,2605755.4,53,4.000001596466052,40.79779929227805,-3,4,5,40
1,Skin/Body,Asia,Fragrance,Elizabeth Arden,Fragrance,1436320.0,1536862.4,44,6.999999999999984,14.141209964370896,0,7,6,15
1,Skin/Body,North America,Hair Dye,Elizabeth Arden,Mascara,4961902.0,5309235.1,50,6.99999919385752,51.80713007844007,0,7,6,15
1,Skin/Body,Europe,Face Make-Up,Aveda,Lipstick,3377429.0,3884043.3,46,14.99999851958398,45.11076479861363,-5,15,5,40
1,Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Lipstick,3863244.0,4133671.1,45,7.000000517699645,51.51693297166084,0,7,6,15
1,Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Fragrance,1597996.0,1709855.7,56,6.999998748432401,18.289878281284523,0,7,6,15
1,Skin/Body,South America,Tools,Balmain,Bronzer,1168629.0,1343923.4,35,15.000004278517821,20.128980498743985,-5,15,5,40
1,Fragrance + Color Cosmetics,North America,Fragrance,Frederic Malle,Mascara,4738340.0,0.0,44,-100.0,0.0,-3,4,5,40
1,Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Mascara,2078232.0,2161361.3,33,4.000000962356465,32.32665261745788,-3,4,5,40
1,Fragrance + Color Cosmetics,Europe,Tools,Bobbi Brown,Toner,4718346.0,4859896.4,60,3.000000423877358,37.71795749491389,-1,3,7,14
1,Hair/APDO,Asia,Face Make-Up,Kilian,Toner,4843699.0,5570253.9,48,15.000001032268951,60.16166181357714,0,15,4,30
1,Hair/APDO,Asia,Hair Dye,Bobbi Brown,Fragrance,2265520.0,2333485.6,58,3.0000000000000027,18.29462928462705,-1,3,7,14
1,Hair/APDO,South America,Hair Dye,Kilian,Toner,2265317.0,2605114.6,33,15.000002207196616,45.714202587536406,0,15,4,30
1,Fragrance + Color Cosmetics,Asia,Tools,Elizabeth Arden,Bronzer,2916826.0,3121003.8,37,6.999999314323158,29.317087872674,0,7,6,15
1,Fragrance + Color Cosmetics,Asia,Tools,Frederic Malle,Bronzer,2217534.0,2306235.4,42,4.000001803805486,67.7390092633186,-3,4,5,40
1,Hair/APDO,Europe,Face Make-Up,Kilian,Fragrance,3550999.0,4083648.9,31,15.000001408054464,27.589647884883174,0,15,4,30
1,Hair/APDO,South America,Hair Dye,Aveda,Lipstick,4223234.0,4856719.1,45,14.999999999999991,41.035028155484895,0,15,4,30
1,Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Fragrance,3607548.0,3751849.9,50,3.9999994456068277,26.752133979818716,-3,4,5,40
1,Hair/APDO,Asia,Hair Dye,Balmain,Fragrance,4358884.0,5012716.6,52,14.999999999999991,54.80538699079324,0,15,4,30
1,Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Bronzer,2862460.0,3291829.0,33,14.999999999999991,47.133533099975864,-5,15,5,40
1,Hair/APDO,Europe,Hair Dye,Frederic Malle,Mascara,3835379.0,3988794.2,38,4.000001042921708,20.446598275306833,-3,4,4,30
1,Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Mascara,4380323.0,5037371.5,40,15.000001141468333,67.43004240765138,-5,15,5,40
1,Hair/APDO,Asia,Fragrance,Kilian,Toner,990999.0,1139648.8,34,14.999994954586239,11.960741355793154,0,15,4,30
1,Fragrance + Color Cosmetics,South America,Fragrance,Bobbi Brown,Toner,920602.0,948220.06,42,3.0000000000000027,7.425489975610311,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Fragrance,Bobbi Brown,Bronzer,3362349.0,3463219.5,52,3.0000008922333787,27.120394057670698,-1,3,7,14
1,Skin/Body,Europe,Fragrance,Balmain,Lipstick,2220444.0,0.0,38,-100.0,0.0,-5,15,5,40
1,Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Lipstick,4857356.0,5197370.9,57,6.999999588253369,43.155886503641,0,7,6,15
1,Hair/APDO,North America,Hair Dye,Elizabeth Arden,Mascara,4591373.0,4912769.1,54,6.999999782200228,22.594255448925402,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Toner,4407297.0,5068391.6,49,15.000001134482188,53.66634475700734,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Fragrance,4734453.0,5444621.0,50,15.000001056088209,59.72409190656114,-5,15,5,40
1,Skin/Body,South America,Fragrance,Elizabeth Arden,Mascara,3824024.0,4091705.7,41,7.000000523009264,22.367876374023215,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Face Make-Up,Balmain,Lipstick,1861425.0,2140638.8,48,15.000002686114122,29.951308528467223,-5,15,5,40
1,Hair/APDO,North America,Face Make-Up,Frederic Malle,Lipstick,2435657.0,2533083.3,41,4.000000821133676,21.58625307304678,-3,4,4,30
1,Skin/Body,Asia,Hair Dye,Frederic Malle,Toner,2452026.0,2550107.0,56,3.999998368695934,17.5093234608512,-3,4,5,40
1,Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Fragrance,4628784.0,4767647.5,59,2.9999995679210745,40.65245101328695,-1,3,7,14
1,Hair/APDO,North America,Fragrance,Bobbi Brown,Fragrance,3553380.0,3659981.4,37,3.0000000000000027,29.177820330487847,-1,3,7,14
1,Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Fragrance,1433476.0,1476480.3,44,3.0000013952099724,10.30664791290108,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Hair Dye,Aveda,Bronzer,3509828.0,4036302.2,57,15.000000000000014,21.431592994736437,-5,15,5,40
1,Skin/Body,South America,Make Up Brushes,Elizabeth Arden,Bronzer,3699039.0,3957971.7,48,6.999999188978556,25.578339734803457,0,7,6,15
1,Skin/Body,South America,Make Up Brushes,Aveda,Bronzer,3060837.0,3519962.5,54,14.999998366459888,26.496963001670576,-5,15,5,40
1,Hair/APDO,Asia,Hair Dye,Elizabeth Arden,Mascara,4169021.0,0.0,34,-100.0,0.0,0,7,6,15
1,Skin/Body,South America,Hair Dye,Aveda,Toner,768508.0,883784.2,59,14.999999999999991,47.090412651104415,-5,15,5,40
1,Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Lipstick,1776485.0,1829779.6,36,3.0000028145467095,12.77287214425345,-1,3,7,14
1,Hair/APDO,South America,Fragrance,Bobbi Brown,Lipstick,1027409.0,1058231.3,33,3.000002919966649,6.355816912192824,-1,3,7,14
1,Fragrance + Color Cosmetics,North America,Make Up Brushes,Elizabeth Arden,Toner,3611500.0,3864305.0,34,7.000000000000006,20.425421176840807,0,7,6,15
1,Fragrance + Color Cosmetics,North America,Hair Dye,Bobbi Brown,Toner,4147965.0,4272404.0,39,3.000001205410374,16.85552984010866,-1,3,7,14
1,Hair/APDO,Asia,Face Make-Up,Kilian,Fragrance,2119282.0,2437174.3,58,14.999999999999991,26.322759904596378,0,15,4,30
1,Hair/APDO,North America,Hair Dye,Balmain,Bronzer,1387099.0,1595163.9,39,15.000003604645373,44.53937227772334,0,15,4,30
1,Skin/Body,Asia,Tools,Balmain,Lipstick,1444131.0,1660750.6,40,14.999996537710224,19.271146305619606,-5,15,5,40
1,Hair/APDO,Europe,Hair Dye,Bobbi Brown,Lipstick,692458.0,713231.74,30,3.0000000000000027,9.230444823683403,-1,3,7,14
1,Skin/Body,South America,Make Up Brushes,Aveda,Mascara,4396937.0,5056477.6,36,15.00000113715525,38.06327478942631,-5,15,5,40
1,Hair/APDO,Europe,Face Make-Up,Frederic Malle,Toner,1850850.0,1924884.0,40,4.0000000000000036,10.74946316877676,-3,4,4,30
1,Hair/APDO,Europe,Face Make-Up,Kilian,Mascara,4330415.0,4979977.3,46,15.000001154623742,33.64535579484104,0,15,4,30
1,Fragrance + Color Cosmetics,Asia,Make Up Brushes,Elizabeth Arden,Bronzer,3970431.0,4248361.2,54,7.000000755585489,49.32165251326021,0,7,6,15
1,Skin/Body,Europe,Make Up Brushes,Frederic Malle,Lipstick,4728087.0,4917210.5,42,4.000000423004058,51.78916915655496,-3,4,5,40
1,Skin/Body,Europe,Hair Dye,Aveda,Fragrance,4424152.0,5087774.8,51,14.999999999999991,38.34805660887989,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Face Make-Up,Kilian,Mascara,2183032.0,2510486.8,55,14.999999999999991,13.788453896077888,-5,15,5,40
1,Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Mascara,1002264.0,1032331.9,38,2.9999980045177788,13.14556625263169,-1,3,7,14
1,Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Mascara,4675282.0,4815540.5,30,3.000000855563356,33.615132178746734,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Hair Dye,Kilian,Mascara,1444740.0,1661451.0,58,14.999999999999991,10.894743867116008,-5,15,5,40
1,Skin/Body,South America,Tools,Frederic Malle,Fragrance,2787319.0,2898811.8,47,4.000001435070755,44.26686643665704,-3,4,5,40
1,Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Bronzer,2152131.0,2216694.9,42,2.9999986060328165,14.407212615467166,-1,3,7,14
1,Fragrance + Color Cosmetics,Europe,Tools,Bobbi Brown,Lipstick,3129137.0,3223011.1,30,2.999999680423082,25.01398912031039,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Tools,Balmain,Toner,4361607.0,5015848.1,34,15.00000114636646,48.59519166437788,-5,15,5,40
1,Hair/APDO,Europe,Make Up Brushes,Kilian,Fragrance,2288220.0,2631453.0,52,14.999999999999991,24.76866043872684,0,15,4,30
1,Hair/APDO,Europe,Make Up Brushes,Kilian,Lipstick,2341646.0,2692892.9,51,14.999999999999991,25.346966044219066,0,15,4,30
1,Fragrance + Color Cosmetics,North America,Tools,Balmain,Bronzer,2319239.0,2667124.9,52,15.000002155879578,49.88906889097772,-5,15,5,40
1,Hair/APDO,Europe,Face Make-Up,Kilian,Fragrance,2479746.0,2851707.9,60,14.999999999999991,19.266498848992537,0,15,4,30
1,Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Fragrance,2004900.0,2145243.0,56,7.000000000000006,16.89176534834981,0,7,6,15
1,Skin/Body,North America,Fragrance,Elizabeth Arden,Mascara,2880612.0,3082254.8,42,6.9999986114061885,29.14635097379299,0,7,6,15
1,Hair/APDO,North America,Fragrance,Bobbi Brown,Bronzer,4625279.0,4764037.4,52,3.0000006486095243,37.97949008837161,-1,3,7,14
1,Hair/APDO,South America,Face Make-Up,Aveda,Mascara,3477299.0,3998893.9,45,15.000001437897637,41.723133942273535,0,15,4,30
1,Fragrance + Color Cosmetics,South America,Fragrance,Frederic Malle,Fragrance,2046064.0,2127906.6,44,4.000001954973076,20.372733996337917,-3,4,5,40
1,Fragrance + Color Cosmetics,North America,Make Up Brushes,Elizabeth Arden,Fragrance,2206930.0,2361415.1,45,7.000000000000006,12.481648832287217,0,7,6,15
1,Skin/Body,South America,Make Up Brushes,Balmain,Fragrance,2309771.0,0.0,56,-100.0,0.0,-5,15,5,40
1,Skin/Body,Asia,Fragrance,Bobbi Brown,Toner,2834482.0,2919516.5,51,3.0000014111925877,23.307889702819338,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Tools,Balmain,Fragrance,1784283.0,2051925.5,42,15.000002802246048,19.879731396475986,-5,15,5,40
1,Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Fragrance,2003061.0,2063152.8,42,2.999998502292245,40.494567907854616,-1,3,7,14
1,Hair/APDO,South America,Make Up Brushes,Frederic Malle,Mascara,4848530.0,0.0,45,-100.0,0.0,-3,4,4,30
1,Fragrance + Color Cosmetics,South America,Face Make-Up,Aveda,Bronzer,906547.0,1042529.0,38,14.99999448456617,4.455610165974149,-5,15,5,40
1,Hair/APDO,Asia,Face Make-Up,Bobbi Brown,Toner,3691849.0,3802604.5,55,3.0000008126009448,60.204138112112815,-1,3,7,14
1,Hair/APDO,South America,Hair Dye,Balmain,Toner,2041037.0,2347192.5,35,14.999997550264887,36.257327005602185,0,15,4,30
1,Fragrance + Color Cosmetics,North America,Hair Dye,Bobbi Brown,Lipstick,4462931.0,4596818.9,32,2.9999993277960213,18.13541466081519,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Face Make-Up,Aveda,Bronzer,2932665.0,3372564.8,54,15.000001704933897,14.41382830433165,-5,15,5,40
1,Fragrance + Color Cosmetics,Europe,Make Up Brushes,Balmain,Toner,2291396.0,2635105.4,50,14.999999999999991,27.821790641449173,-5,15,5,40
1,Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Lipstick,4518293.0,0.0,58,-100.0,0.0,-5,15,5,40
1,Fragrance + Color Cosmetics,North America,Make Up Brushes,Elizabeth Arden,Bronzer,4601599.0,4923710.9,40,6.99999934805271,26.02508572317711,0,7,6,15
1,Skin/Body,South America,Hair Dye,Balmain,Bronzer,4275702.0,4917057.3,51,14.999999999999991,35.13890231207424,-5,15,5,40
1,Skin/Body,South America,Hair Dye,Bobbi Brown,Toner,4305721.0,0.0,44,-100.0,0.0,-1,3,7,14
1,Skin/Body,Europe,Tools,Balmain,Lipstick,658477.0,757248.55,33,15.000000000000014,5.892132208152962,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Toner,4188173.0,4816399.0,45,15.000001193837974,19.0235482854125,-5,15,5,40
1,Fragrance + Color Cosmetics,Asia,Tools,Aveda,Lipstick,1301125.0,0.0,48,-100.0,0.0,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Bronzer,4362949.0,4668355.4,55,6.999999312391703,49.93617416942104,0,7,6,15
1,Hair/APDO,North America,Hair Dye,Elizabeth Arden,Lipstick,2104592.0,2251913.4,47,6.999998099394089,10.356746993962759,0,7,6,15
1,Skin/Body,Europe,Hair Dye,Kilian,Fragrance,4716794.0,5424313.1,47,14.999999999999991,82.08374725300517,-5,15,5,40
1,Skin/Body,North America,Make Up Brushes,Aveda,Bronzer,4695843.0,5400219.5,31,15.000001064771551,53.0898454746202,-5,15,5,40
1,Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Mascara,4573542.0,4893689.9,33,6.999999125404344,38.53319250005219,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Toner,2024631.0,2328325.6,37,14.999997530414188,29.567434572531702,-5,15,5,40
1,Hair/APDO,Asia,Hair Dye,Bobbi Brown,Toner,4683583.0,4824090.5,40,3.0000002135117443,37.82108076132595,-1,3,7,14
1,Fragrance + Color Cosmetics,North America,Hair Dye,Bobbi Brown,Bronzer,4328239.0,4458086.2,58,3.00000069312254,17.58808506261969,-1,3,7,14
1,Hair/APDO,South America,Face Make-Up,Balmain,Bronzer,2807600.0,3228740.0,34,14.999999999999991,16.45716245325049,0,15,4,30
1,Hair/APDO,Asia,Hair Dye,Kilian,Bronzer,966589.0,1111577.3,59,14.999994827170603,48.892717440242436,0,15,4,30
1,Fragrance + Color Cosmetics,South America,Hair Dye,Bobbi Brown,Bronzer,2299971.0,2368970.1,59,2.9999986956357416,11.021375070627364,-1,3,7,14
1,Fragrance + Color Cosmetics,Europe,Tools,Aveda,Lipstick,1073881.0,1234963.1,60,14.999995343990635,14.687459656594557,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Hair Dye,Aveda,Bronzer,4378551.0,5035333.7,37,15.000001141930298,26.736160253580692,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Fragrance,2113560.0,2198102.4,59,4.0000000000000036,41.98589775057374,-3,4,5,40
1,Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Bronzer,3695741.0,4250102.2,51,15.000001352908665,24.51422171351789,-5,15,5,40
1,Hair/APDO,South America,Fragrance,Elizabeth Arden,Fragrance,1050428.0,1123958.0,41,7.000003807971611,34.548280490265796,0,7,6,15
1,Skin/Body,South America,Tools,Frederic Malle,Bronzer,897172.0,933058.88,36,4.0000000000000036,14.248456149687541,-3,4,5,40
1,Fragrance + Color Cosmetics,Europe,Face Make-Up,Balmain,Mascara,1254085.0,1442197.8,41,15.00000398697059,20.178888314495968,-5,15,5,40
1,Skin/Body,Europe,Fragrance,Bobbi Brown,Toner,1251993.0,0.0,60,-100.0,0.0,-1,3,7,14
1,Hair/APDO,Asia,Face Make-Up,Frederic Malle,Bronzer,4602748.0,4786857.9,46,3.999999565476986,83.90663552985434,-3,4,4,30
1,Fragrance + Color Cosmetics,Europe,Make Up Brushes,Elizabeth Arden,Mascara,817942.0,875197.94,54,6.999999999999984,4.696712147361467,0,7,6,15
1,Skin/Body,North America,Face Make-Up,Elizabeth Arden,Bronzer,3330514.0,3563650.0,57,7.000000600507916,58.88939766680063,0,7,6,15
1,Hair/APDO,North America,Fragrance,Frederic Malle,Fragrance,4766399.0,4957055.0,51,4.000000839207973,35.91402947628834,-3,4,4,30
1,Skin/Body,South America,Tools,Frederic Malle,Fragrance,1402473.0,1458571.9,56,3.999998573947594,22.27340439471134,-3,4,5,40
1,Hair/APDO,South America,Hair Dye,Aveda,Toner,2143906.0,2465491.9,44,14.999999999999991,20.831249955061214,0,15,4,30
1,Hair/APDO,Europe,Make Up Brushes,Aveda,Toner,1947307.0,2239403.0,35,14.999997432351453,14.643431546332266,0,15,4,30
1,Hair/APDO,Europe,Tools,Aveda,Toner,3951001.0,4543651.1,32,14.999998734497911,74.30626852739881,0,15,4,30
1,Hair/APDO,Asia,Face Make-Up,Aveda,Toner,2889127.0,3322496.0,42,14.999998269373416,19.86888059904571,0,15,4,30
1,Hair/APDO,Asia,Tools,Balmain,Lipstick,1751661.0,2014410.1,57,14.999997145566413,10.121021365507652,0,15,4,30
1,Skin/Body,North America,Fragrance,Elizabeth Arden,Mascara,2304053.0,2465336.7,38,6.999999565982207,23.312663419900456,0,7,6,15
1,Skin/Body,North America,Make Up Brushes,Kilian,Mascara,2082701.0,2395106.2,40,15.000002400728674,32.71662386078631,-5,15,5,40
1,Skin/Body,North America,Hair Dye,Bobbi Brown,Lipstick,1517497.0,1563021.9,46,2.99999934102011,10.054919419087776,-1,3,7,14
1,Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Lipstick,3594510.0,3702345.3,52,3.0000000000000027,47.14513368352712,-1,3,7,14
1,Skin/Body,South America,Fragrance,Frederic Malle,Fragrance,690285.0,717896.4,40,4.0000000000000036,18.993559090160833,-3,4,5,40
